Problem Name	01Runners	02Runners	03Baton	04CDs	05Programmer	06Seoul	07Stories	00Bubble
%(-5294782422577408902)%	"A given value in the question represents the number of runners on the team. Because none of these runners have been given a position in the relay race, there are this many possible first runners for the lineup. Please type this given value into the correct place on the table."	"A given value in the question represents the number of runners on the team. Because none of these runners have been given a position in the relay race, there are this many possible first runners for the lineup. Please type this given value into the correct place on the table."	"A given value in the question represents the number of twirls that Cheryl knows. Because she hasn't choreographed any of these twirls into her routine, there are this many possible first twirls. Please type this given value into the correct place on the table."	"A given value in the question represents the number of songs that Thom has downloaded. Because Thom hasn't put any of these songs onto the CD, there are this many possible first songs. Please type this given value into the correct place on the table."	"A given value in the question represents the number of lessons that Ryan has to choose from. Because Ryan hasn't programmed any of these lessons into the tutor, there are this many possible first lessons. Please type this given value into the correct place on the table."	"A given value in the question represents the number of palaces in Seoul. Because Liam hasn't chosen any palaces to visit, he can choose from this many palaces to visit on the first day of his stay in Seoul. Please type this given value into the correct place on the table."	"A given value in the question represents the number of stories. Because none of these stories have been put into the collection, there are this many possible first stories. Please type this given value into the correct place on the table."	"A given value in the question represents the number of runners on the team. Because none of these runners have been given a position in the relay race, there are this many possible first runners for the lineup. Please type this given value into the correct place on the table."
%(-6992473971767084043)%	"Both the first and second runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible third runners is two less than the number of possible first runners."	"Both the first and second runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible third runners is two less than the number of possible first runners."	"Cheryl has chosen both the first and second twirls for her routine, and because the twirls cannot appear more than once, the number of possible third twirls is two less than the number of possible first twirls."	"Thom has chosen both the first and second songs for the CD, and because the songs cannot appear more than once, the number of possible third songs is two less than the number of possible first songs."	"Ryan has already chosen both the first and second possible lessons, and because the lessons cannot appear more than once in the tutor, the number of possible third lessons is two less than the number of possible first lessons."	"Liam has already chosen the palaces that he is going to visit on both the first and second days of his stay in Seoul, and because he doesn't have time to visit any of the palaces more than once, the number of palaces he can visit on the third day of his stay is two less than the number of palaces he could visit on the first day of his stay."	"Both the first and second stories for the collection have been chosen, and because the stories cannot appear more than once in the collection, the number of possible third stories is two less than the number of possible first stories."	"Both the first and second runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible third runners is two less than the number of possible first runners."
%(4266073914126832540)%	"Both the first and second runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible third runners is two less than the number of possible first runners."	"Both the first and second runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible third runners is two less than the number of possible first runners."	"Cheryl has chosen both the first and second twirls for her routine, and because the twirls cannot appear more than once, the number of possible third twirls is two less than the number of possible first twirls."	"Thom has chosen both the first and second songs for the CD, and because the songs cannot appear more than once, the number of possible third songs is two less than the number of possible first songs."	"Both the first and second lessons for the tutor have been chosen, and because the lessons cannot appear more than once in the tutor, the number of possible third lessons is two less than the number of possible first lessons."	"Liam has already chosen the palaces that he is going to visit on both the first and second days of his stay in Seoul, and because he doesn't have time to visit any of the palaces more than once, the number of palaces he can visit on the third day of his stay is two less than the number of palaces he could visit on the first day of his stay."	"Both the first and second stories for the collection have been chosen, and because the stories cannot appear more than once in the collection, the number of possible third stories is two less than the number of possible first stories."	"Both the first and second runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible third runners is two less than the number of possible first runners."
%(92252652276435735)%	*	"The first, second, third, and fourth runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible fifth runners is four less than the number of possible first runners."	"Cheryl has chosen the first, second, third, and fourth twirls for her routine, and because the twirls cannot appear more than once, the number of possible fifth twirls is four less than the number of possible first twirls."	"Thom has chosen the first, second, third, and fourth songs for the CD, and because the songs cannot appear more than once, the number of possible fifth songs is four less than the number of possible first songs."	*	*	"The first, second, third, and fourth stories for the collection have been chosen, and because the stories cannot appear more than once in the collection, the number of possible fifth stories is four less than the number of possible first stories."	*
%(8758165058590177894)%	*	What is the number of possible fourth runners?	What is the number of possible fourth twirls?	What is the number of possible fourth songs?	*	What is the number of palaces that Liam can visit on the fourth day of his stay?	What is the number of possible fourth stories?	*
%(-3249260351143614397)%	*	"The first, second, third, fourth, and fifth runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible sixth runners is five less than the number of possible first runners."	"Cheryl has chosen the first, second, third, fourth, and fifth twirls for her routine, and because the twirls cannot appear more than once, the number of possible sixth twirls is five less than the number of possible first twirls."	*	*	*	*	*
%(5851389841036942652)%	What is the number of possible third runners?	What is the number of possible third runners?	What is the number of possible third twirls?	What is the number of possible third songs?	What is the number of possible third lessons?	What is the number of palaces that Liam can visit on the third day of his stay?	What is the number of possible third stories?	What is the number of possible third runners?
%(-3514242813221985140)%	"The number of possible lineups is equal to the product of the number of possible first runners, the number of possible second runners, and the number of possible third runners. Please enter the number of possible lineups in the highlighted field."	"The number of possible lineups is equal to the product of the number of possible first runners and the number of possible second, third, fourth, fifth, and sixth runners. Please enter the number of possible lineups in the highlighted field."	"The number of possible routines is equal to the product of the number of possible first twirls and the number of possible second, third, fourth, fifth, and sixth twirls. Please enter the number of possible routines in the highlighted field."	"The total number of possible CDs is equal to the product of the number of possible first songs and the number of possible second, third, fourth, and fifth songs. Please enter the total number of possible CDs in the highlighted field."	"The total number of possible tutors is equal to the product of the number of possible first lessons, the number of possible second lessons, and the number of possible third lessons. Please enter the total number of possible tutors in the highlighted field."	"The number of schedules of visits Liam that can make is equal to the product of the number of palaces Liam could visit on the first day of his stay and the number of palaces he could visit on the second, third, and fourth days of his stay. Please enter the number of schedules of visits in the highlighted field."	"The total number of possible collections is equal to the product of the number of possible first stories, the number of possible second stories, the number of possible third stories, the number of possible fourth stories, and the number of possible fifth stories. Please enter the total number of possible collections in the highlighted field."	"The number of possible lineups is equal to the product of the number of possible first runners, the number of possible second runners, and the number of possible third runners. Please enter the number of possible lineups in the highlighted field."
%(-2359391295425434856)%	*	Please enter '6' in the highlighted field.	Please enter '14' in the highlighted field.	Please enter '13' in the highlighted field.	*	*	Please enter '10' in the highlighted field.	*
%(92249652180435484)%	*	What is the number of possible fifth runners?	What is the number of possible fifth twirls?	What is the number of possible fifth songs?	*	*	What is the number of possible fifth stories?	*
%(957479060384361936)%	*	"The first, second, and third runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible fourth runners is three less than the number of possible first runners."	"Cheryl has chosen the first, second, and third twirls for her routine, and because the twirls cannot appear more than once, the number of possible fourth twirls is three less than the number of possible first twirls."	"Thom has chosen the first, second, and third songs for the CD, and because the songs cannot appear more than once, the number of possible fourth songs is three less than the number of possible first songs."	*	"Liam has already chosen the palaces that he is going to visit on the first, second, and third days of his stay in Seoul, and because he doesn't have time to visit any of the palaces more than once, the number of palaces he can visit on the fourth day of his stay is three less than the number of palaces he could visit on the first day of his stay."	"The first, second, and third stories for the collection have been chosen, and because the stories cannot appear more than once in the collection, the number of possible fourth stories is three less than the number of possible first stories."	*
%(-4815035505247791142)%	Please enter '0' in the highlighted field.	Please enter '0' in the highlighted field.	Please enter '720' in the highlighted field.	Please enter '28480320' in the highlighted field.	Please enter '3360' in the highlighted field.	Please enter '5040' in the highlighted field.	Please enter '2441880' in the highlighted field.	Please enter '60' in the highlighted field.
%(7396798724320121230)%	*	"The first, second, third, fourth, and fifth runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible sixth runners is five less than the number of possible first runners."	"Cheryl has chosen the first, second, third, fourth, and fifth twirls for her routine, and because the twirls cannot appear more than once, the number of possible sixth twirls is five less than the number of possible first twirls."	*	*	*	*	*
%(-5490012105042722738)%	*	Please enter '2' in the highlighted field.	Please enter '3' in the highlighted field.	Please enter '30' in the highlighted field.	*	Please enter '7' in the highlighted field.	Please enter '18' in the highlighted field.	*
%(5661235033119948290)%	*	"The first, second, and third runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible fourth runners is three less than the number of possible first runners."	"Cheryl has chosen the first, second, and third twirls for her routine, and because the twirls cannot appear more than once, the number of possible fourth twirls is three less than the number of possible first twirls."	"Thom has chosen the first, second, and third songs for the CD, and because the songs cannot appear more than once, the number of possible fourth songs is three less than the number of possible first songs."	*	*	"The first, second, and third stories for the collection have been chosen, and because the stories cannot appear more than once in the collection, the number of possible fourth stories is three less than the number of possible first stories."	*
%(-5481061969029918390)%	What do you already know from the question?	What do you already know from the question?	What do you already know from the question?	What do you already know from the question?	What do you already know from the question?	What do you already know from the question?	What do you already know from the question?	What do you already know from the question?
%(1624277158627968013)%	*	"The first, second, third, fourth, and fifth runners for the relay race have been chosen, and because the runners cannot appear more than once in the lineup, the number of possible sixth runners is five less than the number of possible first runners."	"Cheryl has chosen the first, second, third, fourth, and fifth twirls for her routine, and because the twirls cannot appear more than once, the number of possible sixth twirls is five less than the number of possible first twirls."	*	*	*	*	*
%(5661236033107948335)%	*	Please enter '3' in the highlighted field.	Please enter '5' in the highlighted field.	Please enter '2' in the highlighted field.	*	*	Please enter '2' in the highlighted field.	*
%(2319722029715898302)%	"Try multiplying the possible first runners, possible second runners, and possible third runners."	"Try multiplying the possible first runners, possible second runners, possible third runners, possible fourth runners, possible fifth runners, and possible sixth runners."	"Try multiplying the number of possible first twirls and the number of possible second, third, fourth, fifth, and sixth twirls."	"Try multiplying the number of possible first songs and the number of possible second, third, fourth, and fifth songs."	"Try multiplying the number of possible first lessons, the number of possible second lessons, and the number of possible third lessons."	"Try multiplying the number of palaces Liam could visit on the first day of his stay and the number of palaces he could visit on the second, third, and fourth days of his stay."	"Try multiplying the number of possible first stories, the number of possible second stories, the number of possible third stories, the number of possible fourth stories, and the number of possible fifth stories."	"Try multiplying the possible first runners, possible second runners, and possible third runners."
%(-5481063969041918340)%	Please enter '10' in the highlighted field.	Please enter '10' in the highlighted field.	Please enter '18' in the highlighted field.	Please enter '17' in the highlighted field.	Please enter '12' in the highlighted field.	Please enter '8' in the highlighted field.	Please enter '14' in the highlighted field.	Please enter '10' in the highlighted field.
%(-5490014105006722576)%	*	What is the number of possible fourth runners?	What is the number of possible fourth twirls?	What is the number of possible fourth songs?	*	What is the number of palaces that Liam can visit on the fourth day of his stay?	What is the number of possible fourth stories?	*
%(-3675603615829286899)%	Please enter '2' in the highlighted field.	Please enter '5' in the highlighted field.	Please enter '7' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '2' in the highlighted field.	Please enter '2' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '19' in the highlighted field.
%(-2359389295429434826)%	*	What is the number of possible fifth runners?	What is the number of possible fifth twirls?	What is the number of possible fifth songs?	*	*	What is the number of possible fifth stories?	*
